CustomerID,cltvOneMonth,cltvSixMonths,cltvOneYear,Segment
12346.0,5.099361013977068,29.776996976433672,57.67003636648709,C
12347.0,7.5209585218185,43.91776228108252,85.05730006505901,B
12348.0,3.8451930340316753,22.443274242955294,43.44488838875447,D
12349.0,2.001195641857854,11.688407213988102,22.64302173221607,D
12352.0,5.766045623502656,33.66465529642638,65.18802995078424,C
12353.0,12.661199028082518,73.69326776493244,142.22698936921776,B
12355.0,5.784450929355716,33.72320244247873,65.19758824340285,C
12356.0,5.917985161587197,34.55240836418253,66.908367073057,C
12357.0,5.414840809803163,31.56887696738742,61.033614873409874,C
12358.0,3.873271693457191,22.63397120039131,43.871525294351024,D
12359.0,6.257360605567278,36.57032459658475,70.89458693058474,C
12360.0,12.32656481305044,72.02550736854533,139.59361902995613,B
12361.0,11.68941053637417,68.22756881051059,132.07192468925308,B
12362.0,2.9406729657276,17.188452723181033,33.32577355203427,D
12363.0,13.159560938881658,76.48897774507068,147.41773240429472,B
12364.0,19.47500687023041,113.30992603980692,218.6132328966537,A
12369.0,8.625485740071813,50.26127787625373,97.12126918482481,B
12370.0,4.490520220251629,26.23671387397483,50.84557294185074,C
12371.0,4.217291039064307,24.63410028684953,47.72624525212008,C
12372.0,32.76839473262693,190.93687032577918,368.93898611701854,A
12373.0,3.957352076463723,23.086708425022287,44.66658559490789,D
12374.0,17.317806551150703,101.12369008647306,195.8455073509447,A
12375.0,319.1989152374089,1852.9543621267158,3566.7335522453595,A
12376.0,10.830999728608536,62.707514368326585,120.40380512798787,B
12377.0,8.363352162789694,48.77490371112511,94.33395242138832,B
12378.0,5.146932393601917,30.022741046009447,58.07725810185727,C
12379.0,8.250986025830274,48.171386393333506,93.27530888983924,B
12380.0,3.289222228482928,19.22091038567008,37.255817792417396,D
12381.0,7.024853280789808,40.89527695413078,78.9466452791098,B
12383.0,8.626729839044204,50.26540896693829,97.12439961280312,B
12384.0,13.596635018830604,78.94162685492809,151.97819499454113,B
12386.0,9.464906930174296,54.80151981800065,105.22921175738043,B
12388.0,10.06287888681319,58.79322871097309,113.93645349822697,B
12389.0,4.620803870808304,26.933390760701304,52.059725221126726,C
12391.0,5.154718551479023,30.11665443566074,58.363030717408705,C
